date,open,high,low,close,volume
2025-06-11 13:46:02.253524,17707.70888255418,17972.248226689175,17584.97993083467,17743.004807269943,9440353
2025-06-12 13:46:02.253524,17756.609303999634,18023.684324995887,17571.03522695586,17859.451250941973,2368591
2025-06-13 13:46:02.253524,17722.417655713834,17846.691573623626,17670.496855594338,17781.790302379617,7841693
2025-06-14 13:46:02.253524,17302.23695261386,17548.909322879066,17337.985953836058,17374.461434191348,5730517
2025-06-15 13:46:02.253524,17585.502774562297,17799.64446706157,17587.821214073534,17676.225371451692,4030981
2025-06-16 13:46:02.253524,17252.867607394004,17411.559009722092,17363.92492533084,17375.82691947083,8134969
2025-06-17 13:46:02.253524,17541.39814226364,17906.717475304802,17686.988997415403,17717.906600444752,4876242
2025-06-18 13:46:02.253524,18528.30372239116,18579.975575713335,18414.655569765717,18551.15506022304,1745589
2025-06-19 13:46:02.253524,18588.268770520444,18774.13962278895,18665.86879550398,18704.433435972416,9867218
2025-06-20 13:46:02.253524,18611.995310219354,19090.635672493558,18784.183335172605,18810.256845771753,6037968
2025-06-21 13:46:02.253524,18620.664045879003,18913.61943657477,18607.373341121893,18769.106132012428,7158484
2025-06-22 13:46:02.253524,18722.804207560723,19047.626891825625,18706.85692741301,18814.86855252798,1208342
2025-06-23 13:46:02.253524,18868.848583929364,18985.249294714755,18735.503343482054,18900.533294684992,2569449
2025-06-24 13:46:02.253524,19122.28763486874,19435.114011578185,19134.725049818084,19221.635414020166,3137543
2025-06-25 13:46:02.253524,18460.89463114322,18848.83463884425,18426.737010774625,18564.923667381463,8686488
2025-06-26 13:46:02.253524,18451.862738339463,18880.500462415708,18452.61560248436,18622.259570192626,5232253
2025-06-27 13:46:02.253524,18796.45860934105,19237.926090172154,18817.13242483995,18993.04333266597,6227038
2025-06-28 13:46:02.253524,18388.17034899991,18677.68683749608,18192.837309066934,18396.06909164253,8840806
2025-06-29 13:46:02.253524,18339.829540221006,18392.14681354174,18232.114892940383,18371.555865616898,6031968
2025-06-30 13:46:02.253524,18187.69521336835,18507.497386645045,18064.13016421037,18333.16655459238,8936841
2025-07-01 13:46:02.253524,17765.823872809684,18039.84592434157,17773.09325806515,17890.823593362195,7155656
2025-07-02 13:46:02.253524,17046.24817598015,17410.19014186539,17005.971793592522,17227.64287222381,3872498
2025-07-03 13:46:02.253524,16872.30405810974,17221.195579333456,16999.968699175177,17063.57454802474,2038190
2025-07-04 13:46:02.253524,16714.411072921906,17100.34404698968,16888.766015993682,16899.26293159564,8850635
2025-07-05 13:46:02.253524,16284.696414052976,16351.293388804337,16286.698786957813,16326.953908186144,3164509
2025-07-06 13:46:02.253524,16990.912985180596,17096.369961693934,16877.183362161042,17009.59512555566,2884406
2025-07-07 13:46:02.253524,17506.27298942576,17570.601890039947,17521.37291500674,17545.639136258847,4217241
2025-07-08 13:46:02.253524,17763.73671379623,18113.05553226043,17819.035178550108,17862.281296524063,5184394
2025-07-09 13:46:02.253524,17825.192145667064,18037.98058130035,17721.053641235638,17970.74644076421,2653395
2025-07-10 13:46:02.253524,17505.62991098244,17886.41432279996,17500.834768599183,17590.85805390958,7035925
2025-07-11 13:46:02.253524,17655.549763714207,17959.320786014196,17476.02451798435,17720.936684726832,4841937
2025-07-12 13:46:02.253524,16655.443519409408,16880.72361193565,16437.52668671887,16719.59455961387,3931023
2025-07-13 13:46:02.253524,17167.8852123258,17363.40809697469,17288.15488880671,17334.848895387462,5395172
2025-07-14 13:46:02.253524,17210.77168204815,17642.64359237812,17376.88686931822,17401.11759091826,7356504
2025-07-15 13:46:02.253524,17041.444772830884,17427.725010557253,17052.756417809855,17146.855686266135,7196877
2025-07-16 13:46:02.253524,17296.23418164456,17716.339230705973,17166.18073531011,17459.63541021644,3868955
2025-07-17 13:46:02.253524,17297.055271021498,17518.76206510956,17231.750456365986,17399.30419094551,3679899
