date,open,high,low,close,volume
2025-06-11 13:46:02.255537,30875.451736669092,31130.510669923162,30775.246410643573,30992.469276150434,3680055
2025-06-12 13:46:02.255537,30600.51392413412,30930.550664663,30684.339961564623,30719.934136991134,1321948
2025-06-13 13:46:02.255537,30171.575002201396,30596.51507520537,30210.624566345246,30361.027279898855,4575914
2025-06-14 13:46:02.255537,30693.10310571068,30955.609854608738,30735.027546320955,30755.76653442897,7120111
2025-06-15 13:46:02.255537,31692.350302023224,31959.72659676326,31584.14936368617,31851.16836422876,3041536
2025-06-16 13:46:02.255537,31436.795231042088,31705.41090962029,31484.87940790341,31615.158424369074,4759534
2025-06-17 13:46:02.255537,32025.433249273447,32473.081727724875,31960.563947699386,32225.40886750032,1090427
2025-06-18 13:46:02.255537,32732.662150842323,33135.87331944814,32813.179570390326,32910.771918762504,6648937
2025-06-19 13:46:02.255537,32694.609893659377,33053.44270798156,32772.90576203275,32832.0376384511,8534510
2025-06-20 13:46:02.255537,33484.376031492284,33675.553225735384,33305.67061325203,33486.77053278075,5684542
2025-06-21 13:46:02.255537,33045.35952049804,33217.917806296835,32774.1675314996,33064.54570976221,9101731
2025-06-22 13:46:02.255537,33066.55721954597,33291.23438500595,33042.00185249276,33264.499431975346,6871064
2025-06-23 13:46:02.255537,33906.40369427659,34011.35390677209,33801.56085990952,33912.501495045304,2762459
2025-06-24 13:46:02.255537,33302.05206210773,33514.04137269035,33288.048452115276,33323.38335310063,2217121
2025-06-25 13:46:02.255537,33007.282918112054,33382.061903549446,33004.015334576805,33110.705859251364,4112886
2025-06-26 13:46:02.255537,33190.12837326675,33603.81155193052,33294.90712144724,33338.418890068904,6417759
2025-06-27 13:46:02.255537,33160.0017745982,33515.73632629188,33035.16530665832,33272.17226606483,4361502
2025-06-28 13:46:02.255537,33145.70842955434,33468.33620036102,33205.50472420107,33214.332783112615,7512017
2025-06-29 13:46:02.255537,33177.267684368424,33392.47371411413,32975.30805221753,33195.63988263722,5074421
2025-06-30 13:46:02.255537,33269.75898911036,33650.94942693356,33406.4130780453,33460.09479847194,4859623
2025-07-01 13:46:02.255537,31967.347375104746,32146.376447280567,32052.541904900692,32078.584756343163,1758992
2025-07-02 13:46:02.255537,32096.39700737919,32195.132710559454,31916.088083510716,32103.088930948103,7062532
2025-07-03 13:46:02.255537,32154.41084004265,32305.107231847123,32140.162403554288,32287.44085784242,3992264
2025-07-04 13:46:02.255537,32298.45265401172,32670.78843904919,32445.282249863663,32489.11144900904,1735184
2025-07-05 13:46:02.255537,32030.366396093057,32324.470755257425,32041.578467931926,32206.10208457601,8782443
2025-07-06 13:46:02.255537,31388.881041323515,31775.730293495722,31230.162603082503,31528.552332974836,2224897
2025-07-07 13:46:02.255537,30840.980904945147,31113.13503300336,30896.302062470426,30967.456019351277,9654727
2025-07-08 13:46:02.255537,31038.93033983207,31337.078925471073,30797.343354603905,31057.03148813541,8010155
2025-07-09 13:46:02.255537,31830.909335988807,32023.41690161031,31596.446587435395,31851.668282747978,8689171
2025-07-10 13:46:02.255537,31941.48017942176,32087.746508503365,31811.797278478585,31987.81523942847,3318287
2025-07-11 13:46:02.255537,32501.852579989063,32588.93910940863,32327.94330856243,32520.898836741486,8878957
2025-07-12 13:46:02.255537,32686.749903540123,33015.08002452966,32483.71503077551,32741.5212976638,6215483
2025-07-13 13:46:02.255537,32559.4645684091,32860.237300473425,32447.918874596307,32590.83661846763,3112125
2025-07-14 13:46:02.255537,33354.124574238114,33762.76676660368,33514.20989263711,33552.185168771844,1802229
2025-07-15 13:46:02.255537,32435.20786325639,32591.176535979568,32466.640728932136,32565.040276382286,9155378
2025-07-16 13:46:02.255537,33128.13551972759,33241.675642058486,32901.58641493183,33151.49363601347,2384847
2025-07-17 13:46:02.255537,32616.10489436131,32966.468556671025,32722.284237759446,32791.44421268247,7493680
2025-07-18 13:46:02.255537,33203.67043592129,33486.09805438329,33102.85749000717,33277.725824123125,1715706
2025-07-19 13:46:02.255537,32723.679900786476,32874.18576867212,32612.02708438915,32771.84751629014,2550662
2025-07-20 13:46:02.255537,32715.749531137866,32918.85267787283,32611.41992231415,32829.17898890764,8961519
2025-07-21 13:46:02.255537,32010.28825816626,32155.25122056435,31992.807250933245,32094.67687585128,7056153
2025-07-22 13:46:02.255537,30840.522146916155,31298.651693335396,30979.188672138593,31023.654817630195,7245562
2025-07-23 13:46:02.255537,30930.079991933817,31050.69029896228,30705.416368051752,30937.605197279507,2788798
2025-07-24 13:46:02.255537,30802.13954270527,30938.10677920324,30820.084905407773,30872.305180136187,2061743
2025-07-25 13:46:02.255537,30923.927987128583,30990.645072372197,30857.030842206266,30978.740410282586,6614666
2025-07-26 13:46:02.255537,30380.284322313342,30540.505563518156,30321.064221322813,30415.995652281134,1142508
2025-07-27 13:46:02.255537,30348.532014790908,30633.358701698256,30324.54916436197,30435.563334182534,2231198
2025-07-28 13:46:02.255537,30516.974361675202,30735.386280000737,30644.259251712483,30674.26681279328,4696357
2025-07-29 13:46:02.255537,30147.62917751924,30423.713097728345,30099.548000020844,30279.017794901778,7535793
2025-07-30 13:46:02.255537,29751.13377655478,30032.445416959927,29736.149390806993,29881.69620066947,5552541
2025-07-31 13:46:02.255537,29672.15620790908,30040.72391310942,29682.734419825403,29821.414360913797,6381670
2025-08-01 13:46:02.255537,28964.88089970711,29095.683163118214,28717.46615928801,29008.499597662547,2452757
