date,open,high,low,close,volume
2025-06-11 13:46:02.258653,22678.9322335512,22781.763824834692,22612.340379382316,22766.518882498312,3312813
2025-06-12 13:46:02.258653,22119.84137709244,22313.629076100544,22234.831207384454,22296.015761953007,2432138
2025-06-13 13:46:02.258653,22677.55833696656,23137.987855416075,22720.351745777887,22844.83131696269,4685293
2025-06-14 13:46:02.258653,22403.045852299263,22759.908040221217,22479.80740456843,22583.567659521243,4531445
2025-06-15 13:46:02.258653,22078.51657469959,22330.069326420857,21920.089586156875,22135.95462029807,7195699
2025-06-16 13:46:02.258653,22537.827804837903,22692.155241071378,22550.88469930446,22573.554848989254,9566871
2025-06-17 13:46:02.258653,22776.93828869988,23018.643438632196,22870.138552813707,22900.56397243333,4175911
2025-06-18 13:46:02.258653,22718.782639430767,22866.793976584897,22594.38935081606,22728.40063382037,3244021
2025-06-19 13:46:02.258653,22600.922157697376,22920.533071106114,22666.317033315176,22697.84255837362,5906296
2025-06-20 13:46:02.258653,22841.30538077312,22991.077463067868,22832.496369636574,22962.55406415719,1560780
2025-06-21 13:46:02.258653,23128.24337846238,23321.199987627657,22946.578460069897,23140.75735603664,4828577
2025-06-22 13:46:02.258653,23568.361016050392,23760.68659851202,23393.108743610832,23624.225976716905,7932331
2025-06-23 13:46:02.258653,24069.920312663413,24367.486963602536,24164.024277161232,24250.402750776484,2792068
2025-06-24 13:46:02.258653,23559.169193461334,23878.004018666037,23561.894926860223,23734.689130287155,6629578
2025-06-25 13:46:02.258653,24517.4861576793,24796.494643044854,24423.587327327987,24681.52667806304,9938122
2025-06-26 13:46:02.258653,24312.698841136375,24671.081045531013,24312.62567313862,24429.645805983393,9037431
2025-06-27 13:46:02.258653,23551.46270772005,23752.865374125577,23520.806957666966,23641.94403130627,2014343
2025-06-28 13:46:02.258653,23796.146704788483,24022.618154870892,23626.82990079549,23869.74185975718,3302847
2025-06-29 13:46:02.258653,23561.515838178955,23922.098297063938,23695.31469705956,23723.281027974786,5674795
2025-06-30 13:46:02.258653,23127.246409785206,23404.1022231697,22966.077153107242,23191.72771606848,3734323
2025-07-01 13:46:02.258653,23349.53079695038,23639.76004585115,23432.47430980329,23443.037040478386,8710148
2025-07-02 13:46:02.258653,23064.291214168814,23351.59044452687,22771.866335964463,23065.533955153664,9510849
2025-07-03 13:46:02.258653,22544.82922607199,22994.11623003259,22649.576800436054,22719.01793147959,2716663
2025-07-04 13:46:02.258653,22993.18120744807,23186.041510727562,22955.579163311475,23100.375851305376,3940285
2025-07-05 13:46:02.258653,22272.42504431554,22409.562029502977,22236.896269626806,22300.297879245943,1422142
2025-07-06 13:46:02.258653,21734.873623392665,21896.343969765567,21757.39495191547,21781.797456691544,8486586
2025-07-07 13:46:02.258653,21103.09657653508,21399.95161081328,20849.338024885863,21120.690205982963,7803875
2025-07-08 13:46:02.258653,21027.531264497346,21453.558616105267,20889.630468713414,21187.578947023463,9544493
2025-07-09 13:46:02.258653,21960.23298044877,22106.882427690198,21863.388127793394,22011.715755375062,3752054
2025-07-10 13:46:02.258653,22400.005717183674,22553.604757319557,22427.270479383384,22441.55481263205,3792608
2025-07-11 13:46:02.258653,22135.74625306882,22341.879102216273,22168.040525203458,22223.87972077282,1224679
2025-07-12 13:46:02.258653,22622.961573195793,22637.934459631044,22540.850180431607,22631.95646407895,5622424
2025-07-13 13:46:02.258653,23307.951032507855,23469.416543159394,23181.58867603152,23403.263629847497,8693893
2025-07-14 13:46:02.258653,23236.27660555876,23576.62539406297,23218.947842723475,23350.968486875823,4838926
