date,open,high,low,close,volume
2025-06-11 13:46:02.260166,29900.22642262212,30173.535344123055,29891.480858289688,30023.756011007903,3731678
2025-06-12 13:46:02.260166,30450.569312530683,30596.578363061246,30297.291253163807,30546.683205647238,9247231
2025-06-13 13:46:02.260166,30718.613052287412,31084.27761326803,30549.056015184382,30811.832685275844,8620211
2025-06-14 13:46:02.260166,30163.963161601863,30431.603092884132,30236.936719839752,30332.630686746776,2300803
2025-06-15 13:46:02.260166,30912.116602844024,31153.970876334693,30923.3295580988,31077.928883501732,6682339
2025-06-16 13:46:02.260166,31507.397274305193,31713.926698128915,31460.17438103672,31677.419469347606,6162450
2025-06-17 13:46:02.260166,31429.841292204845,31724.996253553705,31306.566935398325,31529.59985190504,8799181
2025-06-18 13:46:02.260166,30717.339144806,30878.728654355196,30586.311735494157,30855.854585282308,7466559
2025-06-19 13:46:02.260166,30864.49213779013,30944.626035807574,30765.323359092163,30889.96654170981,5995635
2025-06-20 13:46:02.260166,30781.89585396514,31172.17623914955,30749.79173691899,30879.06466680586,4018576
2025-06-21 13:46:02.260166,30580.45395787097,30758.30207836498,30719.304495234956,30735.52234532687,4251369
2025-06-22 13:46:02.260166,29303.783570642878,29571.79420893003,29281.985066654284,29475.118470279565,3950532
2025-06-23 13:46:02.260166,29749.173501089463,30048.953601657086,29514.54090915561,29783.844379656406,1544151
2025-06-24 13:46:02.260166,29641.950325399568,29892.00303633726,29782.20530674777,29814.161679370525,2116968
2025-06-25 13:46:02.260166,29721.869998521273,29953.78754878594,29767.47970011925,29910.965751738524,8085220
2025-06-26 13:46:02.260166,29478.838111120902,29683.852971052558,29392.367495509025,29557.60069510743,9648928
2025-06-27 13:46:02.260166,29339.030202372745,29547.976109796953,29418.22601169809,29498.073699498782,3542757
2025-06-28 13:46:02.260166,29264.434858918197,29435.698031941036,29179.619883620016,29427.167042446752,5889765
2025-06-29 13:46:02.260166,29480.456071921817,29791.021355712925,29531.997691095392,29619.31699152789,4883739
2025-06-30 13:46:02.260166,30007.156056062773,30414.377122851074,29874.879221139712,30136.433698915356,4087425
2025-07-01 13:46:02.260166,30733.11663636321,31091.65523716075,30789.406969339234,30876.167569306635,9219663
2025-07-02 13:46:02.260166,31643.033559726577,31907.66328314027,31562.795160002108,31678.525142948187,7280734
2025-07-03 13:46:02.260166,31753.055922417418,31966.616953553646,31654.989854067175,31874.02874032442,5484183
2025-07-04 13:46:02.260166,31588.602857125,31819.47418939745,31473.276433995834,31714.476292564395,1981779
2025-07-05 13:46:02.260166,31795.613250707414,31819.942395019643,31589.56861021726,31813.617949037234,9253397
2025-07-06 13:46:02.260166,31926.444221632966,32104.218457733554,31835.6487822977,32082.063067744668,5638329
2025-07-07 13:46:02.260166,32121.643165013287,32324.966901380318,32152.235582622267,32228.442291466938,3672112
2025-07-08 13:46:02.260166,31082.53591993215,31297.87145172623,31105.736984447794,31198.802282972694,5854056
2025-07-09 13:46:02.260166,30248.187080280306,30507.55119117875,30197.221219673207,30302.56694540811,6644378
2025-07-10 13:46:02.260166,30248.115187167412,30319.737425236894,30067.955645866998,30253.672920030156,6162917
2025-07-11 13:46:02.260166,30048.112519951792,30307.092006852625,29892.81748104131,30161.40188125332,3887097
2025-07-12 13:46:02.260166,29777.10405092568,29883.915685256226,29549.61796221577,29841.251408205226,7650697
2025-07-13 13:46:02.260166,29428.609465982034,29798.91421059016,29421.087201048973,29575.571034750323,4166552
2025-07-14 13:46:02.260166,29752.217703569568,29967.16337617208,29614.4047195938,29813.475271886495,1926845
2025-07-15 13:46:02.260166,29907.745766991036,30078.955882394548,29923.380383591404,29960.525933277753,5123015
2025-07-16 13:46:02.260166,29465.926517687632,29567.119419382627,29438.791186473572,29496.21258447215,6582564
2025-07-17 13:46:02.260166,29681.18230323421,30056.071536891348,29476.330160815025,29756.73847487025,5033589
2025-07-18 13:46:02.260166,29860.94068803262,30176.340918894923,29722.40372620345,29978.765716347287,9043499
2025-07-19 13:46:02.260166,29964.806424199505,30179.119318054196,29992.34956845049,30082.597508283674,1376787
2025-07-20 13:46:02.260166,30382.52741627633,30820.687572425573,30454.03484454958,30547.192323094303,3088730
2025-07-21 13:46:02.260166,30653.752601527296,30933.53927903465,30442.3191965094,30706.290574493833,7353045
2025-07-22 13:46:02.260166,30127.851501665627,30362.545164712763,30102.39994535967,30290.681593150894,2267516
2025-07-23 13:46:02.260166,30235.28800827309,30398.126107898446,30315.583436187495,30380.691276380487,2942919
2025-07-24 13:46:02.260166,30961.848144689815,31353.96213732532,31018.394040166895,31144.20480097694,6369417
2025-07-25 13:46:02.260166,31297.70804952427,31592.760744924857,31463.904284106193,31496.038836535525,2040673
2025-07-26 13:46:02.260166,32113.49182286053,32395.64688361856,32177.39083162981,32235.986837789107,6867151
2025-07-27 13:46:02.260166,33160.48270115525,33362.473478810694,33009.75818727123,33232.34381372699,2925719
2025-07-28 13:46:02.260166,33740.280235629994,33950.46144847925,33591.96619196163,33824.45427498809,8628107
2025-07-29 13:46:02.260166,34418.50578168076,34637.10188917723,34454.848712524305,34575.936668530834,5297015
2025-07-30 13:46:02.260166,34939.43269720022,35113.94736908197,34803.58521906021,35078.35691213073,6881933
2025-07-31 13:46:02.260166,34753.27198574849,35089.46144898284,34750.82432325816,34794.58920935597,6485701
2025-08-01 13:46:02.260166,35389.1528531749,35659.279389371426,35379.870947858784,35482.692528607724,7034110
2025-08-02 13:46:02.260166,36214.2389122275,36609.226018789275,36163.63147051767,36381.244586874614,2493482
2025-08-03 13:46:02.260166,36279.91935960169,36397.65719059439,36239.23911226977,36351.268047318634,4030617
2025-08-04 13:46:02.260166,36203.14961833264,36429.31350972461,36026.191287079855,36264.846630993095,5833559
2025-08-05 13:46:02.260166,35485.47731132876,35613.47417653365,35452.39282732244,35580.89445094922,8369853
2025-08-06 13:46:02.260166,34410.71439545558,34704.74763323956,34229.67157603026,34431.04040254719,2105364
2025-08-07 13:46:02.260166,34417.484257198055,34726.2398606554,34564.735095494434,34614.09481197807,2607770
2025-08-08 13:46:02.260166,34002.76764047379,34382.88885747218,34169.02080380031,34180.97487262618,7021272
2025-08-09 13:46:02.260166,34144.61897367313,34489.14035503462,34187.61476907226,34213.26296299859,5965456
2025-08-10 13:46:02.260166,34337.43128489885,34595.31847662831,34279.34781588393,34433.36007239153,1529947
2025-08-11 13:46:02.260166,34515.379593052436,34759.82831089386,34365.71585431062,34649.07398188974,4274111
2025-08-12 13:46:02.260166,34502.87607702119,34816.86084609375,34429.50255304692,34612.04655328334,7347785
2025-08-13 13:46:02.260166,34569.90811788743,34846.53217961786,34453.53597231955,34655.33594038149,7823956
2025-08-14 13:46:02.260166,35215.18379163117,35334.14960717568,35226.60942845862,35246.637314084226,3930776
2025-08-15 13:46:02.260166,35817.90646343687,35841.20243987633,35559.02275094207,35824.06818440521,5883229
2025-08-16 13:46:02.260166,35946.398681319464,36075.11634480575,35986.03583074408,36033.76657616196,2704966
2025-08-17 13:46:02.260166,34531.59600589695,34834.72465848639,34449.65217836001,34651.407566008,1488323
2025-08-18 13:46:02.260166,35152.95255022665,35507.41148776643,35265.34061350254,35299.36069777389,6294492
2025-08-19 13:46:02.260166,34764.21688959259,35061.974953568315,34558.60958874408,34772.66923700548,7705311
2025-08-20 13:46:02.260166,34210.610968936024,34359.34269452036,34211.365393289976,34296.08009765237,1761199
2025-08-21 13:46:02.260166,34891.13747098813,35238.25450382913,34910.40455454891,35089.78909601046,4101994
2025-08-22 13:46:02.260166,34455.73023923921,34488.71954259619,34452.539257724355,34468.116113927,2648335
2025-08-23 13:46:02.260166,33609.40987630617,33941.29156357607,33641.986640116396,33774.16167315224,8892817
2025-08-24 13:46:02.260166,33675.296567473095,33748.12379062737,33395.051941448444,33694.89299504152,7234798
2025-08-25 13:46:02.260166,33442.21930854185,33643.114948825896,33194.45243884976,33462.63537521206,1050129
2025-08-26 13:46:02.260166,33792.23960511083,34022.82748581059,33705.79330909151,33870.25758169527,4209329
2025-08-27 13:46:02.260166,34107.961815105045,34420.25006212849,34105.25192600507,34205.61188879188,5309311
2025-08-28 13:46:02.260166,34101.585391927016,34243.573136797306,33940.95723938744,34198.719097612004,7732915
2025-08-29 13:46:02.260166,34583.740579138714,34903.16846154666,34645.81498537967,34649.55095063588,5325525
2025-08-30 13:46:02.260166,34112.47764471222,34286.29772132421,33920.4278434907,34190.96602713587,7600781
2025-08-31 13:46:02.260166,34341.950485846464,34660.05168887713,34366.60398649922,34541.73613779272,5465944
2025-09-01 13:46:02.260166,34196.28388263114,34618.503047694954,34356.26713261629,34374.66530235115,3052396
2025-09-02 13:46:02.260166,34387.180550411926,34602.602116111666,34251.74136926316,34544.16269808243,1134690
2025-09-03 13:46:02.260166,34210.43793203302,34603.44638712789,34052.11938677889,34323.63125434243,7360409
2025-09-04 13:46:02.260166,33537.422135454246,33671.253892605986,33361.58723782736,33619.2784197478,6907144
2025-09-05 13:46:02.260166,33584.151813034456,33941.29434679203,33661.730651098056,33690.72778334406,1728049
2025-09-06 13:46:02.260166,33217.76248092396,33585.416601474615,33170.57234589225,33338.21512705271,4460538
